query_id,user_id,role,department,database_name,table_name,query_type,query_text,rows_accessed,execution_time_ms,timestamp,hour,day_of_week,weekend_access,source_ip,country,device_type,sensitive_table,download_size_mb,failed_query_attempts,query_frequency_last_hour,database_sensitivity,privileged_user,behavior_anomaly_score,risk_label
QRY060818,USR00498,Manager,Operations,FinanceDB,inventory,SELECT,SELECT * FROM inventory,602,136,2026-03-23 07:31:00,1,Friday,False,18.198.14.242,India,Linux Workstation,False,1.99,0,3,MEDIUM,False,4.76,LOW
QRY060819,USR00309,Admin,Finance,CustomerDB,products,UPDATE,UPDATE products SET status='active',77,95,2026-01-27 18:27:42,22,Tuesday,False,189.210.92.52,India,Linux Workstation,False,0.51,1,6,CRITICAL,True,17.06,LOW
QRY060820,USR00767,SecurityAnalyst,Security,HRDB,logs,UPDATE,UPDATE logs SET status='active',365,499,2026-06-18 05:23:47,15,Sunday,True,13.22.114.219,India,Linux Workstation,False,2.71,1,6,CRITICAL,False,17.31,LOW
QRY060821,USR00671,Admin,Operations,AuditDB,tickets,UPDATE,UPDATE tickets SET status='active',768,357,2026-05-12 07:56:22,9,Sunday,True,119.136.22.164,India,MacBook,False,7.41,1,6,CRITICAL,True,17.82,LOW
QRY060822,USR00033,Admin,HR,CustomerDB,products,SELECT,SELECT * FROM products,944,44,2026-05-15 15:54:32,19,Friday,False,88.236.145.238,India,Tablet,False,5.77,1,4,LOW,True,14.67,LOW
QRY060823,USR00334,Manager,Operations,CustomerDB,logs,UPDATE,UPDATE logs SET status='active',30205,980,2026-06-13 15:40:10,8,Friday,False,167.177.182.87,Brazil,Windows Laptop,False,57.36,1,26,MEDIUM,False,55.76,MEDIUM
QRY060824,USR00860,Developer,Security,HRDB,inventory,SELECT,SELECT * FROM inventory,602,11,2026-03-12 20:05:01,21,Thursday,False,198.98.217.11,India,Windows Laptop,False,7.7,1,5,LOW,False,16.33,LOW
QRY060825,USR00094,Manager,IT,PayrollDB,tickets,SELECT,SELECT * FROM tickets,729,260,2026-04-28 21:28:00,11,Thursday,False,26.43.163.86,India,MacBook,False,7.92,0,5,CRITICAL,False,8.36,LOW
QRY060826,USR01151,DBA,HR,PayrollDB,attendance,UPDATE,UPDATE attendance SET status='active',425,253,2026-01-11 05:08:49,4,Friday,False,51.59.207.218,India,Tablet,False,5.99,0,5,LOW,True,8.14,LOW
QRY060827,USR00457,Developer,IT,AuditDB,tickets,INSERT,INSERT INTO tickets VALUES (...),661,294,2026-02-06 13:17:36,12,Sunday,True,61.226.54.57,India,Tablet,False,0.05,0,9,LOW,False,13.57,LOW
QRY060828,USR00540,Admin,Security,FinanceDB,products,INSERT,INSERT INTO products VALUES (...),207,441,2026-03-23 12:39:32,6,Saturday,True,28.244.130.205,India,Mobile,False,1.27,0,10,CRITICAL,True,15.15,LOW
QRY060829,USR00242,SecurityAnalyst,Finance,HRDB,logs,SELECT,SELECT * FROM logs,571,96,2026-02-28 04:20:50,15,Friday,False,145.202.141.122,India,Windows Laptop,False,7.49,1,4,CRITICAL,False,14.81,LOW
QRY060830,USR00755,Admin,HR,HRDB,inventory,SELECT,SELECT * FROM inventory,213,168,2026-03-18 08:31:01,21,Monday,False,198.233.221.187,India,Linux Workstation,False,4.54,0,3,CRITICAL,True,4.98,LOW
QRY060831,USR00877,Manager,IT,AuditDB,employees,DELETE,DELETE FROM employees,216967,2483,2026-02-15 13:09:19,20,Friday,False,56.200.59.255,Russia,MacBook,True,978.32,6,30,LOW,False,212.53,HIGH
QRY060832,USR00673,Manager,IT,HRDB,tickets,UPDATE,UPDATE tickets SET status='active',65,424,2026-03-03 23:52:19,0,Sunday,True,51.15.60.167,India,Windows Laptop,False,6.39,1,3,HIGH,False,13.15,LOW
QRY060833,USR00183,Manager,Security,AuditDB,inventory,UPDATE,UPDATE inventory SET status='active',358,334,2026-03-05 03:28:11,6,Saturday,True,138.99.32.182,India,Mobile,False,0.18,1,3,HIGH,False,12.55,LOW
QRY060834,USR00471,Manager,Finance,FinanceDB,credit_cards,SELECT,SELECT * FROM credit_cards,36526,772,2026-03-01 07:03:46,20,Thursday,False,202.90.75.231,Germany,Linux Workstation,True,87.06,1,10,LOW,False,35.36,MEDIUM
QRY060835,USR01070,Manager,Security,FinanceDB,attendance,UPDATE,UPDATE attendance SET status='active',682,289,2026-02-07 16:49:31,6,Sunday,True,217.119.212.241,India,Tablet,False,7.65,1,6,CRITICAL,False,17.83,LOW
QRY060836,USR00244,Admin,HR,PayrollDB,logs,INSERT,INSERT INTO logs VALUES (...),321,103,2026-05-29 12:57:54,13,Monday,False,198.166.103.65,India,MacBook,False,1.13,0,6,MEDIUM,True,9.15,LOW
QRY060837,USR01016,Manager,Finance,HRDB,tickets,INSERT,INSERT INTO tickets VALUES (...),474,281,2026-06-07 21:08:06,18,Monday,False,179.234.12.114,India,Windows Laptop,False,8.88,1,7,HIGH,False,19.44,LOW
QRY060838,USR00724,Developer,Security,HRDB,logs,SELECT,SELECT * FROM logs,717,338,2026-01-03 18:15:19,14,Sunday,True,121.30.124.102,India,Mobile,False,1.64,1,2,CRITICAL,False,11.24,LOW
QRY060839,USR00855,SecurityAnalyst,Security,HRDB,products,SELECT,SELECT * FROM products,948,173,2026-02-23 19:46:52,3,Tuesday,False,59.76.23.56,India,Windows Laptop,False,3.56,1,4,HIGH,False,14.45,LOW
QRY060840,USR00692,Manager,Security,CustomerDB,products,INSERT,INSERT INTO products VALUES (...),869,232,2026-05-09 19:26:16,18,Friday,False,168.237.178.40,India,MacBook,False,2.59,0,5,HIGH,False,7.85,LOW
QRY060841,USR00950,Manager,Security,FinanceDB,products,SELECT,SELECT * FROM products,877,210,2026-03-10 23:12:10,2,Saturday,True,33.200.187.204,India,Mobile,False,8.27,0,10,LOW,False,15.91,LOW
QRY060842,USR00660,Manager,Operations,FinanceDB,attendance,INSERT,INSERT INTO attendance VALUES (...),481,242,2026-04-26 05:56:34,5,Friday,False,80.23.66.70,India,Linux Workstation,False,3.66,1,9,MEDIUM,False,21.91,LOW
QRY060843,USR00273,Developer,IT,HRDB,tickets,SELECT,SELECT * FROM tickets,364,245,2026-02-11 08:40:32,11,Friday,False,138.228.155.248,India,Linux Workstation,False,0.65,0,2,LOW,False,3.1,LOW
QRY060844,USR00642,Manager,IT,PayrollDB,tickets,SELECT,SELECT * FROM tickets,606,390,2026-03-17 19:28:46,19,Sunday,True,215.211.239.218,India,Windows Laptop,False,3.23,1,3,HIGH,False,12.88,LOW
QRY060845,USR00316,SecurityAnalyst,HR,AuditDB,bank_accounts,SELECT,SELECT * FROM bank_accounts,27798,1231,2026-03-22 01:50:29,23,Monday,False,31.80.191.174,Brazil,MacBook,True,71.47,1,23,MEDIUM,False,52.43,MEDIUM
QRY060846,USR00296,DBA,Operations,HRDB,credit_cards,UPDATE,UPDATE credit_cards SET status='active',44091,1921,2026-01-08 02:42:06,9,Sunday,True,185.250.191.160,Brazil,Mobile,True,52.75,1,14,MEDIUM,True,38.68,MEDIUM
QRY060847,USR00284,Admin,Finance,CustomerDB,bank_accounts,DELETE,DELETE FROM bank_accounts,817227,3326,2026-03-07 10:12:55,8,Saturday,True,41.76.185.255,Brazil,Tablet,True,313.26,7,76,MEDIUM,True,283.05,HIGH
QRY060848,USR00253,Admin,Operations,HRDB,attendance,SELECT,SELECT * FROM attendance,30,268,2026-01-15 21:26:30,15,Thursday,False,147.178.207.138,India,Windows Laptop,False,2.48,1,4,CRITICAL,True,14.25,LOW
QRY060849,USR00775,DBA,Operations,PayrollDB,logs,UPDATE,UPDATE logs SET status='active',978,74,2026-04-30 09:07:09,6,Wednesday,False,96.17.24.51,India,Linux Workstation,False,7.85,1,10,CRITICAL,True,23.88,LOW
QRY060850,USR00923,Manager,HR,CustomerDB,logs,INSERT,INSERT INTO logs VALUES (...),117,79,2026-03-25 17:15:09,20,Tuesday,False,56.128.159.196,India,Linux Workstation,False,2.09,1,1,HIGH,False,9.72,LOW
QRY060851,USR00797,Admin,Security,HRDB,attendance,SELECT,SELECT * FROM attendance,38941,1967,2026-03-03 03:21:41,23,Friday,False,8.226.254.155,Brazil,MacBook,False,98.43,1,15,HIGH,True,44.24,MEDIUM
QRY060852,USR00221,Developer,HR,FinanceDB,bank_accounts,SELECT,SELECT * FROM bank_accounts,561166,4638,2026-03-09 01:54:58,14,Monday,False,218.35.46.172,Singapore,Mobile,True,945.75,5,91,HIGH,False,327.19,HIGH
QRY060853,USR00283,Admin,IT,HRDB,attendance,SELECT,SELECT * FROM attendance,203,386,2026-01-21 16:08:23,7,Monday,False,170.22.209.34,India,Mobile,False,4.96,0,3,LOW,True,5.02,LOW
QRY060854,USR00754,DBA,Finance,CustomerDB,products,UPDATE,UPDATE products SET status='active',829,296,2026-06-04 06:05:53,14,Wednesday,False,68.155.131.97,India,Tablet,False,4.71,0,4,HIGH,True,6.55,LOW
QRY060855,USR01194,Developer,IT,FinanceDB,tickets,SELECT,SELECT * FROM tickets,734,393,2026-01-01 22:14:37,14,Thursday,False,45.97.5.136,India,Windows Laptop,False,3.68,0,8,LOW,False,12.44,LOW
QRY060856,USR00505,SecurityAnalyst,HR,FinanceDB,logs,UPDATE,UPDATE logs SET status='active',875,41,2026-04-21 14:31:28,6,Wednesday,False,34.191.43.91,India,Linux Workstation,False,8.04,1,7,MEDIUM,False,19.39,LOW
QRY060857,USR00514,Admin,Security,CustomerDB,inventory,UPDATE,UPDATE inventory SET status='active',32477,1353,2026-04-05 04:21:03,4,Sunday,True,157.138.16.243,Germany,Windows Laptop,False,63.66,3,14,HIGH,True,54.61,MEDIUM
QRY060858,USR00872,Developer,IT,FinanceDB,employees,SELECT,SELECT * FROM employees,19993,1595,2026-01-27 06:15:40,1,Wednesday,False,192.39.168.10,Germany,Linux Workstation,True,36.23,3,29,CRITICAL,False,73.12,MEDIUM
QRY060859,USR00039,Manager,Finance,AuditDB,inventory,INSERT,INSERT INTO inventory VALUES (...),794,206,2026-05-15 08:39:49,9,Monday,False,59.124.195.179,India,Linux Workstation,False,1.59,1,1,HIGH,False,9.74,LOW
QRY060860,USR00949,Manager,Security,FinanceDB,attendance,INSERT,INSERT INTO attendance VALUES (...),12,313,2026-01-20 06:36:01,0,Monday,False,67.70.148.251,India,Mobile,False,7.93,0,4,CRITICAL,False,6.79,LOW
QRY060861,USR00278,Admin,HR,FinanceDB,products,SELECT,SELECT * FROM products,975,406,2026-05-27 07:31:53,6,Thursday,False,159.127.251.71,India,MacBook,False,3.77,0,4,MEDIUM,True,6.47,LOW
QRY060862,USR00694,SecurityAnalyst,HR,HRDB,tickets,SELECT,SELECT * FROM tickets,479,357,2026-03-29 13:17:41,2,Sunday,True,72.58.23.1,India,Linux Workstation,False,9.09,0,8,HIGH,False,12.96,LOW
QRY060863,USR00325,SecurityAnalyst,HR,AuditDB,logs,INSERT,INSERT INTO logs VALUES (...),246,436,2026-03-15 07:53:21,17,Tuesday,False,51.66.78.124,India,MacBook,False,9.48,1,1,CRITICAL,False,10.47,LOW
QRY060864,USR00331,Admin,HR,AuditDB,logs,UPDATE,UPDATE logs SET status='active',288,198,2026-04-20 10:32:33,11,Thursday,False,194.205.180.229,India,Mobile,False,5.12,0,4,CRITICAL,True,6.54,LOW
QRY060865,USR00363,Manager,Finance,AuditDB,logs,UPDATE,UPDATE logs SET status='active',17721,2324,2026-04-26 22:04:45,12,Sunday,True,85.179.39.19,India,Tablet,False,99.5,2,18,HIGH,False,54.72,MEDIUM
QRY060866,USR00243,SecurityAnalyst,IT,AuditDB,logs,UPDATE,UPDATE logs SET status='active',662,303,2026-04-26 02:18:45,13,Saturday,True,142.114.83.10,India,Tablet,False,7.99,1,1,MEDIUM,False,10.37,LOW
QRY060867,USR00420,Manager,HR,AuditDB,logs,UPDATE,UPDATE logs SET status='active',37107,548,2026-05-14 15:34:22,21,Friday,False,212.27.141.239,India,Windows Laptop,False,10.11,3,19,HIGH,False,57.22,MEDIUM
QRY060868,USR01068,Manager,Operations,PayrollDB,customers,SELECT,SELECT * FROM customers,39598,2571,2026-02-16 16:26:06,4,Friday,False,70.113.113.83,Germany,Windows Laptop,True,18.93,1,22,LOW,False,46.85,MEDIUM
QRY060869,USR00944,Developer,Operations,FinanceDB,tickets,INSERT,INSERT INTO tickets VALUES (...),522,221,2026-04-18 15:17:25,17,Sunday,True,180.218.143.179,India,Windows Laptop,False,9.93,0,9,CRITICAL,False,14.55,LOW
QRY060870,USR00076,DBA,Finance,HRDB,attendance,SELECT,SELECT * FROM attendance,820,496,2026-01-24 03:18:51,11,Saturday,True,188.171.29.76,India,Linux Workstation,False,7.91,0,2,CRITICAL,True,3.87,LOW
QRY060871,USR01187,DBA,IT,HRDB,salary,SELECT,SELECT * FROM salary,41483,563,2026-04-23 13:14:54,14,Sunday,True,2.11.4.153,India,MacBook,True,75.45,3,16,LOW,True,59.69,MEDIUM
QRY060872,USR00023,SecurityAnalyst,Operations,FinanceDB,attendance,INSERT,INSERT INTO attendance VALUES (...),354,241,2026-02-25 16:03:05,3,Monday,False,100.194.108.2,India,MacBook,False,8.7,0,10,MEDIUM,False,15.91,LOW
QRY060873,USR00576,DBA,Operations,FinanceDB,attendance,UPDATE,UPDATE attendance SET status='active',39821,1265,2026-05-09 01:27:24,17,Monday,False,177.129.243.252,India,Tablet,False,88.47,2,16,LOW,True,52.83,MEDIUM
QRY060874,USR00779,SecurityAnalyst,Operations,HRDB,inventory,UPDATE,UPDATE inventory SET status='active',966,276,2026-04-18 00:11:10,20,Tuesday,False,11.228.120.121,India,MacBook,False,0.97,1,7,LOW,False,18.69,LOW
QRY060875,USR00479,Admin,Operations,FinanceDB,products,UPDATE,UPDATE products SET status='active',19614,2545,2026-05-22 16:37:06,17,Saturday,True,71.106.188.62,India,MacBook,False,12.91,1,29,HIGH,True,54.75,MEDIUM
QRY060876,USR00867,DBA,IT,HRDB,attendance,SELECT,SELECT * FROM attendance,408,82,2026-03-23 01:53:26,14,Saturday,True,22.2.118.121,India,Windows Laptop,False,4.87,1,5,HIGH,True,16.03,LOW
QRY060877,USR00548,Developer,Security,PayrollDB,customers,DELETE,DELETE FROM customers,871239,5035,2026-01-17 06:31:10,3,Monday,False,24.104.132.76,Singapore,Tablet,True,134.08,8,98,CRITICAL,False,311.53,HIGH
QRY060878,USR00253,DBA,IT,PayrollDB,logs,SELECT,SELECT * FROM logs,994,294,2026-06-17 04:52:28,5,Tuesday,False,216.163.151.128,India,Mobile,False,0.94,0,7,CRITICAL,True,10.69,LOW
QRY060879,USR01021,Developer,HR,AuditDB,products,UPDATE,UPDATE products SET status='active',420,173,2026-01-13 05:12:48,0,Sunday,True,189.13.112.85,India,Linux Workstation,False,8.69,0,7,LOW,False,11.41,LOW
QRY060880,USR00761,SecurityAnalyst,Finance,FinanceDB,inventory,SELECT,SELECT * FROM inventory,59,119,2026-03-12 12:34:41,0,Wednesday,False,204.141.207.16,India,Windows Laptop,False,2.01,1,1,MEDIUM,False,9.71,LOW
QRY060881,USR00461,DBA,HR,PayrollDB,bank_accounts,DELETE,DELETE FROM bank_accounts,490547,3630,2026-04-08 17:31:30,10,Monday,False,99.196.106.173,Germany,Tablet,True,805.04,6,87,LOW,True,308.06,HIGH
QRY060882,USR00393,DBA,IT,PayrollDB,credit_cards,SELECT,SELECT * FROM credit_cards,41905,2637,2026-03-06 02:25:29,20,Monday,False,105.221.222.32,India,Linux Workstation,True,17.41,3,11,LOW,True,46.43,MEDIUM
QRY060883,USR00338,Admin,HR,AuditDB,attendance,INSERT,INSERT INTO attendance VALUES (...),461,82,2026-05-11 03:04:10,5,Sunday,True,19.125.111.183,India,Windows Laptop,False,3.43,1,8,HIGH,True,20.39,LOW
QRY060884,USR00810,Admin,HR,PayrollDB,products,INSERT,INSERT INTO products VALUES (...),622,157,2026-06-17 22:11:06,9,Monday,False,220.209.128.56,India,Linux Workstation,False,6.64,1,10,MEDIUM,True,23.73,LOW
QRY060885,USR00067,Admin,HR,AuditDB,inventory,UPDATE,UPDATE inventory SET status='active',685,349,2026-04-09 03:38:30,14,Tuesday,False,87.47.46.43,India,MacBook,False,7.87,0,10,CRITICAL,True,15.86,LOW
QRY060886,USR00370,Admin,HR,AuditDB,attendance,INSERT,INSERT INTO attendance VALUES (...),231,146,2026-01-25 16:01:21,13,Monday,False,209.109.21.172,India,Mobile,False,6.18,1,1,HIGH,True,10.14,LOW
QRY060887,USR00276,DBA,HR,CustomerDB,tickets,INSERT,INSERT INTO tickets VALUES (...),877,427,2026-02-23 23:41:02,10,Monday,False,16.186.195.195,India,Tablet,False,3.71,0,2,CRITICAL,True,3.46,LOW
QRY060888,USR00962,Developer,Operations,CustomerDB,products,SELECT,SELECT * FROM products,873,21,2026-06-15 04:38:07,18,Friday,False,219.61.225.225,India,MacBook,False,0.66,1,10,MEDIUM,False,23.15,LOW
QRY060889,USR00666,Manager,Finance,CustomerDB,salary,SELECT,SELECT * FROM salary,190079,5234,2026-02-12 16:43:02,11,Friday,False,108.127.248.91,Russia,Linux Workstation,True,611.02,3,53,HIGH,False,183.61,HIGH
QRY060890,USR00075,Developer,HR,AuditDB,attendance,SELECT,SELECT * FROM attendance,46250,1856,2026-02-22 04:52:25,9,Thursday,False,27.73.222.207,Brazil,MacBook,False,95.61,3,16,HIGH,False,62.19,MEDIUM
QRY060891,USR00237,Developer,IT,PayrollDB,inventory,INSERT,INSERT INTO inventory VALUES (...),557,60,2026-02-11 11:22:26,20,Tuesday,False,35.43.182.83,India,Linux Workstation,False,9.13,1,10,MEDIUM,False,23.97,LOW
QRY060892,USR00057,Manager,Operations,AuditDB,inventory,SELECT,SELECT * FROM inventory,196,308,2026-05-12 23:58:59,10,Sunday,True,192.29.125.223,India,Linux Workstation,False,9.01,1,8,HIGH,False,20.92,LOW
QRY060893,USR00085,DBA,IT,PayrollDB,logs,UPDATE,UPDATE logs SET status='active',381,258,2026-06-07 00:34:43,6,Friday,False,106.137.100.96,India,Linux Workstation,False,6.42,0,7,CRITICAL,True,11.18,LOW
QRY060894,USR00039,Developer,Finance,CustomerDB,products,UPDATE,UPDATE products SET status='active',573,63,2026-02-01 07:03:34,17,Thursday,False,154.84.144.159,India,Tablet,False,4.08,0,9,HIGH,False,13.97,LOW
QRY060895,USR00008,DBA,Operations,PayrollDB,customers,SELECT,SELECT * FROM customers,3295,576,2026-06-12 17:16:36,19,Wednesday,False,137.192.174.89,Germany,Tablet,True,44.25,2,19,MEDIUM,True,49.25,MEDIUM
QRY060896,USR01063,DBA,HR,PayrollDB,logs,SELECT,SELECT * FROM logs,579,215,2026-02-09 08:39:34,12,Tuesday,False,70.85.189.26,India,Tablet,False,6.61,1,1,MEDIUM,True,10.22,LOW
QRY060897,USR00823,Admin,HR,AuditDB,employees,SELECT,SELECT * FROM employees,622534,9373,2026-06-04 15:05:35,21,Thursday,False,137.49.49.68,Netherlands,Mobile,True,361.76,9,58,MEDIUM,True,257.43,HIGH
QRY060898,USR00963,SecurityAnalyst,Operations,HRDB,credit_cards,SELECT,SELECT * FROM credit_cards,46293,2841,2026-04-05 02:42:57,18,Thursday,False,73.239.118.241,India,Mobile,True,53.27,1,23,LOW,False,52.46,MEDIUM
QRY060899,USR01005,DBA,Finance,HRDB,inventory,INSERT,INSERT INTO inventory VALUES (...),331,214,2026-05-05 03:33:40,13,Tuesday,False,111.127.97.122,India,Tablet,False,8.88,0,3,MEDIUM,True,5.42,LOW
QRY060900,USR00081,DBA,IT,HRDB,inventory,INSERT,INSERT INTO inventory VALUES (...),387,417,2026-03-16 05:58:34,8,Monday,False,164.83.10.72,India,Linux Workstation,False,6.8,1,4,LOW,True,14.72,LOW
QRY060901,USR01057,Developer,IT,CustomerDB,attendance,SELECT,SELECT * FROM attendance,648,473,2026-02-12 18:03:52,15,Thursday,False,64.219.61.188,India,Mobile,False,3.78,1,4,MEDIUM,False,14.44,LOW
QRY060902,USR00543,SecurityAnalyst,Security,AuditDB,employees,SELECT,SELECT * FROM employees,28203,760,2026-01-31 19:10:51,9,Saturday,True,119.232.166.189,Brazil,MacBook,True,95.43,2,28,HIGH,False,70.36,MEDIUM
QRY060903,USR00652,SecurityAnalyst,IT,FinanceDB,attendance,UPDATE,UPDATE attendance SET status='active',573,254,2026-02-20 07:19:30,14,Wednesday,False,84.126.201.127,India,Tablet,False,1.55,0,2,HIGH,False,3.21,LOW
QRY060904,USR00432,Developer,Operations,PayrollDB,products,INSERT,INSERT INTO products VALUES (...),950,168,2026-02-28 16:49:37,1,Sunday,True,121.151.12.61,India,MacBook,False,1.47,0,3,LOW,False,4.74,LOW
QRY060905,USR00398,Admin,Security,CustomerDB,logs,SELECT,SELECT * FROM logs,782,81,2026-04-05 14:04:22,20,Tuesday,False,218.143.187.25,India,Linux Workstation,False,0.39,1,6,LOW,True,17.12,LOW
QRY060906,USR00124,SecurityAnalyst,Finance,PayrollDB,logs,SELECT,SELECT * FROM logs,33851,1000,2026-02-05 11:37:34,5,Saturday,True,86.194.44.105,India,Linux Workstation,False,65.71,2,22,HIGH,False,58.96,MEDIUM
QRY060907,USR00150,SecurityAnalyst,IT,HRDB,attendance,SELECT,SELECT * FROM attendance,356,13,2026-04-24 05:57:35,9,Friday,False,186.229.170.58,India,Tablet,False,4.35,1,6,HIGH,False,17.47,LOW
QRY060908,USR00853,Developer,Operations,HRDB,inventory,UPDATE,UPDATE inventory SET status='active',257,213,2026-02-13 19:51:43,17,Friday,False,183.131.174.24,India,Tablet,False,7.32,0,5,CRITICAL,False,8.26,LOW
QRY060909,USR00577,Manager,Security,FinanceDB,bank_accounts,SELECT,SELECT * FROM bank_accounts,914861,6540,2026-04-08 07:00:53,2,Thursday,False,42.166.156.190,Germany,MacBook,True,247.63,5,91,HIGH,False,292.75,HIGH
QRY060910,USR01136,SecurityAnalyst,Finance,PayrollDB,logs,INSERT,INSERT INTO logs VALUES (...),745,116,2026-02-04 09:30:35,19,Friday,False,179.109.97.100,India,MacBook,False,2.78,1,1,HIGH,False,9.85,LOW
QRY060911,USR01010,Developer,HR,AuditDB,customers,SELECT,SELECT * FROM customers,41059,2853,2026-04-28 04:27:28,12,Thursday,False,219.209.124.24,India,Windows Laptop,True,57.57,3,16,LOW,False,57.86,MEDIUM
QRY060912,USR00049,DBA,Finance,HRDB,tickets,UPDATE,UPDATE tickets SET status='active',361,262,2026-05-13 12:37:48,12,Wednesday,False,154.33.243.224,India,Linux Workstation,False,8.4,0,8,HIGH,True,12.88,LOW
QRY060913,USR00855,SecurityAnalyst,IT,CustomerDB,inventory,SELECT,SELECT * FROM inventory,49179,1478,2026-01-20 04:04:35,1,Wednesday,False,181.38.228.79,Brazil,Linux Workstation,False,60.13,1,16,CRITICAL,False,42.93,MEDIUM
QRY060914,USR00558,SecurityAnalyst,Security,PayrollDB,employees,UPDATE,UPDATE employees SET status='active',44264,1574,2026-04-17 12:55:02,3,Friday,False,21.149.141.52,Brazil,Mobile,True,86.87,1,21,CRITICAL,False,52.61,MEDIUM
QRY060915,USR00861,Admin,Security,FinanceDB,logs,SELECT,SELECT * FROM logs,90,46,2026-01-24 23:12:27,1,Wednesday,False,58.144.58.166,India,Mobile,False,3.25,1,2,MEDIUM,True,11.33,LOW
QRY060916,USR00461,Manager,Security,CustomerDB,credit_cards,SELECT,SELECT * FROM credit_cards,21932,2870,2026-02-17 21:09:18,20,Sunday,True,123.28.128.15,Brazil,Mobile,True,80.28,2,11,LOW,False,42.72,MEDIUM
QRY060917,USR00508,Developer,HR,AuditDB,tickets,INSERT,INSERT INTO tickets VALUES (...),699,100,2026-02-27 12:17:36,5,Wednesday,False,195.152.154.213,India,Tablet,False,7.57,0,9,CRITICAL,False,14.33,LOW
QRY060918,USR00658,SecurityAnalyst,IT,CustomerDB,products,UPDATE,UPDATE products SET status='active',988,481,2026-01-10 01:20:49,23,Monday,False,106.92.143.13,India,Linux Workstation,False,8.36,0,2,LOW,False,3.93,LOW
QRY060919,USR00837,Manager,IT,CustomerDB,products,SELECT,SELECT * FROM products,395,227,2026-01-31 07:13:53,10,Thursday,False,8.212.247.197,India,Mobile,False,9.25,1,9,HIGH,False,22.46,LOW
QRY060920,USR00052,Developer,IT,FinanceDB,products,UPDATE,UPDATE products SET status='active',11216,2584,2026-03-25 15:26:49,1,Friday,False,85.221.113.144,Brazil,Linux Workstation,False,33.16,3,24,LOW,False,64.44,MEDIUM
QRY060921,USR00866,DBA,Operations,PayrollDB,products,INSERT,INSERT INTO products VALUES (...),531,209,2026-04-19 23:24:10,20,Monday,False,15.210.208.26,India,MacBook,False,7.08,1,4,HIGH,True,14.76,LOW
QRY060922,USR00547,Manager,HR,CustomerDB,attendance,INSERT,INSERT INTO attendance VALUES (...),341,500,2026-05-03 13:18:56,10,Sunday,True,69.103.2.43,India,Mobile,False,6.86,1,1,CRITICAL,False,10.22,LOW
QRY060923,USR00048,Admin,Operations,CustomerDB,products,UPDATE,UPDATE products SET status='active',988,405,2026-02-10 08:55:59,13,Tuesday,False,204.74.165.7,India,Linux Workstation,False,6.2,1,9,HIGH,True,22.22,LOW
QRY060924,USR00044,Manager,IT,PayrollDB,credit_cards,SELECT,SELECT * FROM credit_cards,487448,13344,2026-05-24 23:54:43,8,Saturday,True,11.248.235.235,Germany,MacBook,True,916.83,5,63,MEDIUM,False,274.93,HIGH
QRY060925,USR00258,Manager,Finance,AuditDB,products,INSERT,INSERT INTO products VALUES (...),772,468,2026-05-02 05:07:44,22,Sunday,True,32.15.202.171,India,Windows Laptop,False,0.98,0,5,LOW,False,7.68,LOW
QRY060926,USR00870,Developer,HR,HRDB,products,UPDATE,UPDATE products SET status='active',723,301,2026-01-18 08:06:52,11,Thursday,False,145.109.181.107,India,Linux Workstation,False,6.45,0,4,LOW,False,6.72,LOW
QRY060927,USR00141,DBA,Security,AuditDB,products,UPDATE,UPDATE products SET status='active',540,49,2026-02-01 11:56:40,7,Sunday,True,35.58.151.161,India,Tablet,False,7.08,1,8,HIGH,True,20.76,LOW
QRY060928,USR00723,Developer,IT,FinanceDB,attendance,SELECT,SELECT * FROM attendance,166,432,2026-06-16 12:56:24,20,Wednesday,False,176.183.17.31,India,Tablet,False,8.79,0,2,MEDIUM,False,3.9,LOW
QRY060929,USR00981,Developer,Operations,CustomerDB,products,UPDATE,UPDATE products SET status='active',193,111,2026-05-15 08:19:22,17,Wednesday,False,145.54.90.82,India,MacBook,False,8.9,0,1,CRITICAL,False,2.41,LOW
QRY060930,USR00647,Manager,IT,PayrollDB,tickets,SELECT,SELECT * FROM tickets,404,52,2026-06-13 12:48:42,11,Tuesday,False,87.45.131.249,India,Mobile,False,3.28,1,1,MEDIUM,False,9.87,LOW
QRY060931,USR00315,Admin,Finance,FinanceDB,products,INSERT,INSERT INTO products VALUES (...),943,33,2026-04-19 12:59:26,2,Saturday,True,12.232.64.193,India,Linux Workstation,False,5.11,0,2,CRITICAL,True,3.61,LOW
QRY060932,USR01130,DBA,HR,HRDB,customers,SELECT,SELECT * FROM customers,39326,1734,2026-02-23 09:45:55,5,Saturday,True,57.46.226.37,Brazil,MacBook,True,88.84,3,28,MEDIUM,True,78.82,MEDIUM
QRY060933,USR00022,Manager,Operations,PayrollDB,tickets,INSERT,INSERT INTO tickets VALUES (...),946,281,2026-04-22 11:11:28,17,Tuesday,False,53.4.64.32,India,MacBook,False,6.73,0,4,MEDIUM,False,6.77,LOW
QRY060934,USR00631,Manager,Security,FinanceDB,credit_cards,DELETE,DELETE FROM credit_cards,575443,6722,2026-01-12 12:17:35,11,Monday,False,14.174.226.188,Russia,Mobile,True,228.37,8,77,HIGH,False,259.88,HIGH
